timestamp,station_id,water_level,datum,units,lat,lon,source
2024-01-01 03:24:00+00:00,DEMO-HNL,-0.1699,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 03:30:00+00:00,DEMO-HNL,-0.1243,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 03:36:00+00:00,DEMO-HNL,-0.1062,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 03:42:00+00:00,DEMO-HNL,-0.094,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 03:48:00+00:00,DEMO-HNL,-0.1019,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 03:54:00+00:00,DEMO-HNL,-0.0677,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:00:00+00:00,DEMO-HNL,-0.0538,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:06:00+00:00,DEMO-HNL,-0.0356,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:12:00+00:00,DEMO-HNL,-0.0064,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:18:00+00:00,DEMO-HNL,-0.0035,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:24:00+00:00,DEMO-HNL,0.0215,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:30:00+00:00,DEMO-HNL,0.0249,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:36:00+00:00,DEMO-HNL,0.0448,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:42:00+00:00,DEMO-HNL,0.0668,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:48:00+00:00,DEMO-HNL,0.0401,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 04:54:00+00:00,DEMO-HNL,0.0776,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:00:00+00:00,DEMO-HNL,0.089,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:06:00+00:00,DEMO-HNL,0.0998,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:12:00+00:00,DEMO-HNL,0.121,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:18:00+00:00,DEMO-HNL,0.1699,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:24:00+00:00,DEMO-HNL,0.1358,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:30:00+00:00,DEMO-HNL,0.1853,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:36:00+00:00,DEMO-HNL,0.1447,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:42:00+00:00,DEMO-HNL,0.1836,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:48:00+00:00,DEMO-HNL,0.2051,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 05:54:00+00:00,DEMO-HNL,0.2247,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:00:00+00:00,DEMO-HNL,0.2379,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:06:00+00:00,DEMO-HNL,0.2498,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:12:00+00:00,DEMO-HNL,0.2367,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:18:00+00:00,DEMO-HNL,0.2437,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:24:00+00:00,DEMO-HNL,0.2789,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:30:00+00:00,DEMO-HNL,0.2662,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:36:00+00:00,DEMO-HNL,0.2523,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:42:00+00:00,DEMO-HNL,0.2624,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:48:00+00:00,DEMO-HNL,0.2734,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 06:54:00+00:00,DEMO-HNL,0.308,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:00:00+00:00,DEMO-HNL,0.3067,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:06:00+00:00,DEMO-HNL,0.3229,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:12:00+00:00,DEMO-HNL,0.3053,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:18:00+00:00,DEMO-HNL,0.3212,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:24:00+00:00,DEMO-HNL,0.3342,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:30:00+00:00,DEMO-HNL,0.3187,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:36:00+00:00,DEMO-HNL,0.3367,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:42:00+00:00,DEMO-HNL,0.3166,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:48:00+00:00,DEMO-HNL,0.3243,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 07:54:00+00:00,DEMO-HNL,0.3251,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:00:00+00:00,DEMO-HNL,0.3096,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:06:00+00:00,DEMO-HNL,0.3436,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:12:00+00:00,DEMO-HNL,0.3243,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:18:00+00:00,DEMO-HNL,0.3334,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:24:00+00:00,DEMO-HNL,0.3418,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:30:00+00:00,DEMO-HNL,0.3397,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:36:00+00:00,DEMO-HNL,0.3423,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:42:00+00:00,DEMO-HNL,0.3249,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:48:00+00:00,DEMO-HNL,0.3158,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 08:54:00+00:00,DEMO-HNL,0.3198,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:00:00+00:00,DEMO-HNL,0.2845,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:06:00+00:00,DEMO-HNL,0.2857,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:12:00+00:00,DEMO-HNL,0.2844,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:18:00+00:00,DEMO-HNL,0.2868,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:24:00+00:00,DEMO-HNL,0.3104,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:30:00+00:00,DEMO-HNL,0.2797,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:36:00+00:00,DEMO-HNL,0.2855,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:42:00+00:00,DEMO-HNL,0.314,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:48:00+00:00,DEMO-HNL,0.2757,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 09:54:00+00:00,DEMO-HNL,0.2922,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:00:00+00:00,DEMO-HNL,0.2533,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:06:00+00:00,DEMO-HNL,0.2623,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:12:00+00:00,DEMO-HNL,0.2417,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:18:00+00:00,DEMO-HNL,0.2481,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:24:00+00:00,DEMO-HNL,0.2659,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:30:00+00:00,DEMO-HNL,0.2086,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:36:00+00:00,DEMO-HNL,0.246,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:42:00+00:00,DEMO-HNL,0.2361,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:48:00+00:00,DEMO-HNL,0.2136,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 10:54:00+00:00,DEMO-HNL,0.1907,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:00:00+00:00,DEMO-HNL,0.2152,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:06:00+00:00,DEMO-HNL,0.1975,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:12:00+00:00,DEMO-HNL,0.207,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:18:00+00:00,DEMO-HNL,0.1973,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:24:00+00:00,DEMO-HNL,0.2234,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:30:00+00:00,DEMO-HNL,0.1813,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:36:00+00:00,DEMO-HNL,0.1604,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:42:00+00:00,DEMO-HNL,0.1795,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:48:00+00:00,DEMO-HNL,0.1754,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 11:54:00+00:00,DEMO-HNL,0.1935,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:00:00+00:00,DEMO-HNL,0.1786,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:06:00+00:00,DEMO-HNL,0.1647,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:12:00+00:00,DEMO-HNL,0.1828,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:18:00+00:00,DEMO-HNL,0.1259,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:24:00+00:00,DEMO-HNL,0.1333,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:30:00+00:00,DEMO-HNL,0.1241,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:36:00+00:00,DEMO-HNL,0.1317,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:42:00+00:00,DEMO-HNL,0.1091,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:48:00+00:00,DEMO-HNL,0.1466,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 12:54:00+00:00,DEMO-HNL,0.1271,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:00:00+00:00,DEMO-HNL,0.0999,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:06:00+00:00,DEMO-HNL,0.1071,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:12:00+00:00,DEMO-HNL,0.1319,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:18:00+00:00,DEMO-HNL,0.141,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:24:00+00:00,DEMO-HNL,0.1629,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:30:00+00:00,DEMO-HNL,0.1803,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:36:00+00:00,DEMO-HNL,0.1296,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:42:00+00:00,DEMO-HNL,0.101,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:48:00+00:00,DEMO-HNL,0.0778,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 13:54:00+00:00,DEMO-HNL,0.1257,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:00:00+00:00,DEMO-HNL,0.1042,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:06:00+00:00,DEMO-HNL,0.1125,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:12:00+00:00,DEMO-HNL,0.109,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:18:00+00:00,DEMO-HNL,0.1191,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:24:00+00:00,DEMO-HNL,0.1441,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:30:00+00:00,DEMO-HNL,0.1269,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:36:00+00:00,DEMO-HNL,0.1217,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:42:00+00:00,DEMO-HNL,0.1054,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:48:00+00:00,DEMO-HNL,0.0939,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 14:54:00+00:00,DEMO-HNL,0.1191,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:00:00+00:00,DEMO-HNL,0.1293,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:06:00+00:00,DEMO-HNL,0.1673,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:12:00+00:00,DEMO-HNL,0.1361,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:18:00+00:00,DEMO-HNL,0.1548,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:24:00+00:00,DEMO-HNL,0.1268,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:30:00+00:00,DEMO-HNL,0.1148,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:36:00+00:00,DEMO-HNL,0.1208,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:42:00+00:00,DEMO-HNL,0.1272,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:48:00+00:00,DEMO-HNL,0.1858,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 15:54:00+00:00,DEMO-HNL,0.1282,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:00:00+00:00,DEMO-HNL,0.1628,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:06:00+00:00,DEMO-HNL,0.1292,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:12:00+00:00,DEMO-HNL,0.167,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:18:00+00:00,DEMO-HNL,0.157,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:24:00+00:00,DEMO-HNL,0.147,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:30:00+00:00,DEMO-HNL,0.1499,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:36:00+00:00,DEMO-HNL,0.1381,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:42:00+00:00,DEMO-HNL,0.1603,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:48:00+00:00,DEMO-HNL,0.1423,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 16:54:00+00:00,DEMO-HNL,0.1266,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:00:00+00:00,DEMO-HNL,0.125,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:06:00+00:00,DEMO-HNL,0.1533,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:12:00+00:00,DEMO-HNL,0.1803,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:18:00+00:00,DEMO-HNL,0.1506,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:24:00+00:00,DEMO-HNL,0.1433,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:30:00+00:00,DEMO-HNL,0.1494,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:36:00+00:00,DEMO-HNL,0.1675,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:42:00+00:00,DEMO-HNL,0.1431,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:48:00+00:00,DEMO-HNL,0.1275,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 17:54:00+00:00,DEMO-HNL,0.1544,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:00:00+00:00,DEMO-HNL,0.1371,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:06:00+00:00,DEMO-HNL,0.1551,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:12:00+00:00,DEMO-HNL,0.1236,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:18:00+00:00,DEMO-HNL,0.0906,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:24:00+00:00,DEMO-HNL,0.0824,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:30:00+00:00,DEMO-HNL,0.1372,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:36:00+00:00,DEMO-HNL,0.1326,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:42:00+00:00,DEMO-HNL,0.0881,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:48:00+00:00,DEMO-HNL,0.0772,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 18:54:00+00:00,DEMO-HNL,0.107,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:00:00+00:00,DEMO-HNL,0.048,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:06:00+00:00,DEMO-HNL,0.0444,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:12:00+00:00,DEMO-HNL,0.0668,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:18:00+00:00,DEMO-HNL,0.0374,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:24:00+00:00,DEMO-HNL,0.0362,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:30:00+00:00,DEMO-HNL,0.0237,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:36:00+00:00,DEMO-HNL,0.024,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:42:00+00:00,DEMO-HNL,0.0354,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:48:00+00:00,DEMO-HNL,-0.0013,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 19:54:00+00:00,DEMO-HNL,-0.0008,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:00:00+00:00,DEMO-HNL,-0.0656,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:06:00+00:00,DEMO-HNL,-0.0367,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:12:00+00:00,DEMO-HNL,-0.064,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:18:00+00:00,DEMO-HNL,-0.0832,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:24:00+00:00,DEMO-HNL,-0.0882,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:30:00+00:00,DEMO-HNL,-0.0894,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:36:00+00:00,DEMO-HNL,-0.0767,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:42:00+00:00,DEMO-HNL,-0.1339,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:48:00+00:00,DEMO-HNL,-0.1193,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 20:54:00+00:00,DEMO-HNL,-0.1422,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:00:00+00:00,DEMO-HNL,-0.1518,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:06:00+00:00,DEMO-HNL,-0.1381,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:12:00+00:00,DEMO-HNL,-0.1602,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:18:00+00:00,DEMO-HNL,-0.1571,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:24:00+00:00,DEMO-HNL,-0.1998,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:30:00+00:00,DEMO-HNL,-0.2235,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:36:00+00:00,DEMO-HNL,-0.2269,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:42:00+00:00,DEMO-HNL,-0.2303,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:48:00+00:00,DEMO-HNL,-0.2442,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
2024-01-01 21:54:00+00:00,DEMO-HNL,-0.2819,MLLW,m,21.3069,-157.8583,DEMO_SYNTHETIC
